VersionDate,VersionDateTo,company_name,Company_domain_name,Pipeline,Deal_owner,Create_Date,Deal_Name,Amount,Deal_Probability,Forecast_probability,Deal_Stage,Close_Date,Priority
2021-10-19,2021-10-19,Avaveo,avaveo.com,Sales Pipeline,Clayton Farr,2021-10-26,Avaveo Deal (2021-10-26),4530,.00,,Closed lost,,Medium
2021-10-05,2021-10-18,Avaveo,avaveo.com,Sales Pipeline,Clayton Farr,2021-10-26,Avaveo Deal (2021-10-26),3541,.40,,Presentation scheduled,,Medium
2021-09-21,2021-09-27,Avaveo,avaveo.com,Sales Pipeline,Clayton Farr,2021-10-26,Avaveo Deal (2021-10-26),4122,.20,,Qualified to buy,,Medium
2020-04-28,2020-05-04,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),909,.30,,Appointment scheduled,2020-07-31,
2020-06-09,2020-06-09,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),1141,.00,,Closed lost,2020-07-31,
2020-06-02,2020-06-08,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),1050,.80,,Contract sent,2020-07-31,
2020-05-26,2020-06-01,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),1375,.70,,Decision maker bought-In,2020-07-31,
2020-05-05,2020-05-25,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),771,.40,,Presentation scheduled,2020-07-31,
2020-04-21,2020-04-27,Blogtag,blogtag.com,Sales Pipeline,Clayton Farr,2020-06-16,Blogtag Deal (2020-06-16),1206,.20,,Qualified to buy,2020-07-31,
2021-08-28,2021-09-03,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),7326,.30,,Appointment scheduled,2021-11-12,
2021-10-09,2021-10-09,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),7525,.00,,Closed lost,2021-11-12,
2021-10-02,2021-10-08,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),4591,.80,,Contract sent,2021-11-12,
2021-09-25,2021-10-01,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),5733,.70,,Decision maker bought-In,2021-11-12,
2021-09-04,2021-09-24,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),6954,.40,,Presentation scheduled,2021-11-12,
2021-08-21,2021-08-27,Yakitri,yakitri.com,Sales Pipeline,Clayton Farr,2021-10-16,Yakitri Deal (2021-10-16),6240,.20,,Qualified to buy,2021-11-12,
2020-04-17,2020-04-23,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),4053,.30,,Appointment scheduled,2020-06-30,
2020-05-29,2020-05-29,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),4504,.00,,Closed lost,2020-06-30,
2020-05-22,2020-05-28,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),5949,.80,,Contract sent,2020-06-30,
2020-05-15,2020-05-21,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),4616,.70,,Decision maker bought-In,2020-06-30,
2020-04-24,2020-05-14,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),4530,.40,,Presentation scheduled,2020-06-30,
2020-04-10,2020-04-16,JumpXS,jumpxs.com,Sales Pipeline,Test User 2,2020-06-05,JumpXS Deal (2020-06-05),5328,.20,,Qualified to buy,2020-06-30,
2021-07-18,2021-07-24,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),5967,.30,,Appointment scheduled,2021-09-20,
2021-08-29,2021-08-29,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),5422,.00,,Closed lost,2021-09-20,
2021-08-22,2021-08-28,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),4851,.80,,Contract sent,2021-09-20,
2021-08-15,2021-08-21,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),4781,.70,,Decision maker bought-In,2021-09-20,
2021-07-25,2021-08-14,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),3891,.40,,Presentation scheduled,2021-09-20,
2021-07-11,2021-07-17,Cogilith,cogilith.com,Sales Pipeline,Clayton Farr,2021-09-05,Cogilith Deal (2021-09-05),4176,.20,,Qualified to buy,2021-09-20,
2021-09-06,2021-09-06,Youtags,youtags.com,Sales Pipeline,Clayton Farr,2021-09-13,Youtags Deal (2021-09-13),7337,.00,,Closed lost,,
2021-02-11,2021-02-17,Quinu,quinu.com,Sales Pipeline,Test User 2,2021-03-18,Quinu Deal (2021-03-18),1363,.30,,Appointment scheduled,,
2021-03-11,2021-03-11,Quinu,quinu.com,Sales Pipeline,Test User 2,2021-03-18,Quinu Deal (2021-03-18),1126,.00,,Closed lost,,
2021-03-11,2023-05-16,Quinu,quinu.com,Sales Pipeline,Test User 2,2021-03-18,Quinu Deal (2021-03-18),1471,.70,,Decision maker bought-In,,
2021-02-18,2021-03-10,Quinu,quinu.com,Sales Pipeline,Test User 2,2021-03-18,Quinu Deal (2021-03-18),1078,.40,,Presentation scheduled,,
2021-02-04,2021-02-10,Quinu,quinu.com,Sales Pipeline,Test User 2,2021-03-18,Quinu Deal (2021-03-18),1339,.20,,Qualified to buy,,
2020-09-21,2020-09-27,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),2297,.30,,Appointment scheduled,2020-12-08,
2020-11-02,2020-11-02,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),1868,.00,,Closed lost,2020-12-08,
2020-10-26,2020-11-01,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),1668,.80,,Contract sent,2020-12-08,
2020-10-19,2020-10-25,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),2349,.70,,Decision maker bought-In,2020-12-08,
2020-09-28,2020-10-18,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),1908,.40,,Presentation scheduled,2020-12-08,
2020-09-14,2020-09-20,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2020-11-09,Edgetag Deal (2020-11-09),2915,.20,,Qualified to buy,2020-12-08,
2021-03-06,2021-03-12,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),5212,.30,,Appointment scheduled,2021-05-19,Medium
2021-04-17,2021-04-17,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),5145,.00,,Closed lost,2021-05-19,Medium
2021-04-10,2021-04-16,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),4931,.80,,Contract sent,2021-05-19,Medium
2021-04-03,2021-04-09,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),3868,.70,,Decision maker bought-In,2021-05-19,Medium
2021-03-13,2021-04-02,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),4247,.40,,Presentation scheduled,2021-05-19,Medium
2021-02-27,2021-03-05,Edgeclub,edgeclub.com,Sales Pipeline,Clayton Farr,2021-04-24,Edgeclub Deal (2021-04-24),4056,.20,,Qualified to buy,2021-05-19,Medium
2020-01-20,2020-01-26,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),4070,.30,,Appointment scheduled,2020-04-02,Medium
2020-03-02,2020-03-02,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),4664,.00,,Closed lost,2020-04-02,Medium
2020-02-24,2020-03-01,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),4580,.80,,Contract sent,2020-04-02,Medium
2020-02-17,2020-02-23,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),6260,.70,,Decision maker bought-In,2020-04-02,Medium
2020-01-27,2020-02-16,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),5907,.40,,Presentation scheduled,2020-04-02,Medium
2020-01-13,2020-01-19,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2020-03-09,Skinte Deal (2020-03-09),6179,.20,,Qualified to buy,2020-04-02,Medium
2021-07-02,2021-07-08,Devshare,devshare.com,Sales Pipeline,Clayton Farr,2021-07-30,Devshare Deal (2021-07-30),2029,.30,,Appointment scheduled,,
2021-07-23,2021-07-23,Devshare,devshare.com,Sales Pipeline,Clayton Farr,2021-07-30,Devshare Deal (2021-07-30),1591,.00,,Closed lost,,
2021-07-09,2021-07-22,Devshare,devshare.com,Sales Pipeline,Clayton Farr,2021-07-30,Devshare Deal (2021-07-30),1556,.40,,Presentation scheduled,,
2021-06-25,2021-07-01,Devshare,devshare.com,Sales Pipeline,Clayton Farr,2021-07-30,Devshare Deal (2021-07-30),2114,.20,,Qualified to buy,,
2020-01-21,2020-01-27,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),2937,.30,,Appointment scheduled,2020-04-14,Low
2020-03-03,2020-03-03,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),3176,.00,,Closed lost,2020-04-14,Low
2020-02-25,2020-03-02,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),2511,.80,,Contract sent,2020-04-14,Low
2020-02-18,2020-02-24,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),2999,.70,,Decision maker bought-In,2020-04-14,Low
2020-01-28,2020-02-17,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),3351,.40,,Presentation scheduled,2020-04-14,Low
2020-01-14,2020-01-20,Midel,midel.com,Sales Pipeline,Clayton Farr,2020-03-10,Midel Deal (2020-03-10),2280,.20,,Qualified to buy,2020-04-14,Low
2020-10-13,2020-10-19,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),617,.30,,Appointment scheduled,2021-01-10,
2020-11-24,2020-11-24,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),485,.00,,Closed lost,2021-01-10,
2020-11-17,2020-11-23,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),629,.80,,Contract sent,2021-01-10,
2020-11-10,2020-11-16,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),365,.70,,Decision maker bought-In,2021-01-10,
2020-10-20,2020-11-09,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),664,.40,,Presentation scheduled,2021-01-10,
2020-10-06,2020-10-12,Zava,zava.com,Sales Pipeline,Clayton Farr,2020-12-01,Zava Deal (2020-12-01),499,.20,,Qualified to buy,2021-01-10,
2021-11-16,2021-11-22,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-12-21,Miboo Deal (2021-12-21),3699,.30,,Appointment scheduled,,High
2021-12-14,2021-12-14,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-12-21,Miboo Deal (2021-12-21),4305,.00,,Closed lost,,High
2021-12-14,2023-05-16,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-12-21,Miboo Deal (2021-12-21),4300,.70,,Decision maker bought-In,,High
2021-11-23,2021-12-13,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-12-21,Miboo Deal (2021-12-21),5336,.40,,Presentation scheduled,,High
2021-11-09,2021-11-15,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-12-21,Miboo Deal (2021-12-21),3588,.20,,Qualified to buy,,High
2021-06-12,2021-06-18,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),4695,.30,,Appointment scheduled,2021-08-22,
2021-07-24,2021-07-24,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),3876,.00,,Closed lost,2021-08-22,
2021-07-17,2021-07-23,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),5421,.80,,Contract sent,2021-08-22,
2021-07-10,2021-07-16,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),5195,.70,,Decision maker bought-In,2021-08-22,
2021-06-19,2021-07-09,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),6240,.40,,Presentation scheduled,2021-08-22,
2021-06-05,2021-06-11,Flipopia,flipopia.com,Sales Pipeline,Clayton Farr,2021-07-31,Flipopia Deal (2021-07-31),5309,.20,,Qualified to buy,2021-08-22,
2020-07-25,2020-07-25,Photofeed,photofeed.com,Sales Pipeline,Clayton Farr,2020-08-01,Photofeed Deal (2020-08-01),570,.00,,Closed lost,,
2020-07-25,2023-05-16,Photofeed,photofeed.com,Sales Pipeline,Clayton Farr,2020-08-01,Photofeed Deal (2020-08-01),679,.20,,Qualified to buy,,
2021-06-09,2021-06-15,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),2187,.30,,Appointment scheduled,2021-09-03,Low
2021-07-21,2021-07-21,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),2809,.00,,Closed lost,2021-09-03,Low
2021-07-14,2021-07-20,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),3636,.80,,Contract sent,2021-09-03,Low
2021-07-07,2021-07-13,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),2800,.70,,Decision maker bought-In,2021-09-03,Low
2021-06-16,2021-07-06,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),4229,.40,,Presentation scheduled,2021-09-03,Low
2021-06-02,2021-06-08,Quimm,quimm.com,Sales Pipeline,Clayton Farr,2021-07-28,Quimm Deal (2021-07-28),2887,.20,,Qualified to buy,2021-09-03,Low
2020-07-24,2020-07-30,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),6670,.30,,Appointment scheduled,2020-10-22,Low
2020-09-04,2020-09-04,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),5378,.00,,Closed lost,2020-10-22,Low
2020-08-28,2020-09-03,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),5167,.80,,Contract sent,2020-10-22,Low
2020-08-21,2020-08-27,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),5576,.70,,Decision maker bought-In,2020-10-22,Low
2020-07-31,2020-08-20,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),5555,.40,,Presentation scheduled,2020-10-22,Low
2020-07-17,2020-07-23,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-09-11,Kaymbo Deal (2020-09-11),9022,.20,,Qualified to buy,2020-10-22,Low
2021-03-30,2021-04-05,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),465,.30,,Appointment scheduled,2021-06-10,
2021-05-11,2021-05-11,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),825,.00,,Closed lost,2021-06-10,
2021-05-04,2021-05-10,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),835,.80,,Contract sent,2021-06-10,
2021-04-27,2021-05-03,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),845,.70,,Decision maker bought-In,2021-06-10,
2021-04-06,2021-04-26,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),811,.40,,Presentation scheduled,2021-06-10,
2021-03-23,2021-03-29,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-05-18,Vimbo Deal (2021-05-18),591,.20,,Qualified to buy,2021-06-10,
2021-06-29,2021-07-05,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),2413,.30,,Appointment scheduled,2021-09-23,High
2021-08-10,2021-08-10,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),2965,.00,,Closed lost,2021-09-23,High
2021-08-03,2021-08-09,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),2165,.80,,Contract sent,2021-09-23,High
2021-07-27,2021-08-02,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),3182,.70,,Decision maker bought-In,2021-09-23,High
2021-07-06,2021-07-26,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),3132,.40,,Presentation scheduled,2021-09-23,High
2021-06-22,2021-06-28,Yozio,yozio.com,Sales Pipeline,Clayton Farr,2021-08-17,Yozio Deal (2021-08-17),4170,.20,,Qualified to buy,2021-09-23,High
2021-09-17,2021-09-23,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),3852,.30,,Appointment scheduled,2021-12-09,
2021-10-29,2021-10-29,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),2769,.00,,Closed lost,2021-12-09,
2021-10-22,2021-10-28,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),2356,.80,,Contract sent,2021-12-09,
2021-10-15,2021-10-21,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),2283,.70,,Decision maker bought-In,2021-12-09,
2021-09-24,2021-10-14,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),1989,.40,,Presentation scheduled,2021-12-09,
2021-09-10,2021-09-16,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-11-05,Rhynyx Deal (2021-11-05),3006,.20,,Qualified to buy,2021-12-09,
2020-10-24,2020-10-30,Eire,eire.com,Sales Pipeline,Test User 2,2020-11-28,Eire Deal (2020-11-28),3925,.30,,Appointment scheduled,,Medium
2020-11-21,2020-11-21,Eire,eire.com,Sales Pipeline,Test User 2,2020-11-28,Eire Deal (2020-11-28),3719,.00,,Closed lost,,Medium
2020-11-21,2023-05-16,Eire,eire.com,Sales Pipeline,Test User 2,2020-11-28,Eire Deal (2020-11-28),2389,.70,,Decision maker bought-In,,Medium
2020-10-31,2020-11-20,Eire,eire.com,Sales Pipeline,Test User 2,2020-11-28,Eire Deal (2020-11-28),2513,.40,,Presentation scheduled,,Medium
2020-10-17,2020-10-23,Eire,eire.com,Sales Pipeline,Test User 2,2020-11-28,Eire Deal (2020-11-28),3660,.20,,Qualified to buy,,Medium
2021-06-10,2021-06-16,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),5550,.30,,Appointment scheduled,2021-09-06,Medium
2021-07-22,2021-07-22,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),4361,.00,,Closed lost,2021-09-06,Medium
2021-07-15,2021-07-21,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),3315,.80,,Contract sent,2021-09-06,Medium
2021-07-08,2021-07-14,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),4188,.70,,Decision maker bought-In,2021-09-06,Medium
2021-06-17,2021-07-07,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),3424,.40,,Presentation scheduled,2021-09-06,Medium
2021-06-03,2021-06-09,Yombu,yombu.com,Sales Pipeline,Clayton Farr,2021-07-29,Yombu Deal (2021-07-29),4920,.20,,Qualified to buy,2021-09-06,Medium
2021-01-03,2021-01-09,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),6714,.30,,Appointment scheduled,2021-03-10,Low
2021-02-14,2021-02-14,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),5667,.00,,Closed lost,2021-03-10,Low
2021-02-07,2021-02-13,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),3686,.80,,Contract sent,2021-03-10,Low
2021-01-31,2021-02-06,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),6809,.70,,Decision maker bought-In,2021-03-10,Low
2021-01-10,2021-01-30,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),6899,.40,,Presentation scheduled,2021-03-10,Low
2020-12-27,2021-01-02,Blogspan,blogspan.com,Sales Pipeline,Test User 2,2021-02-21,Blogspan Deal (2021-02-21),5956,.20,,Qualified to buy,2021-03-10,Low
2020-07-16,2020-07-22,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),4747,.30,,Appointment scheduled,2020-09-27,
2020-08-27,2020-08-27,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),7628,.00,,Closed lost,2020-09-27,
2020-08-20,2020-08-26,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),7255,.80,,Contract sent,2020-09-27,
2020-08-13,2020-08-19,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),6008,.70,,Decision maker bought-In,2020-09-27,
2020-07-23,2020-08-12,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),6710,.40,,Presentation scheduled,2020-09-27,
2020-07-09,2020-07-15,Yakidoo,yakidoo.com,Sales Pipeline,Test User 2,2020-09-03,Yakidoo Deal (2020-09-03),5601,.20,,Qualified to buy,2020-09-27,
2020-01-09,2020-01-15,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2020-02-13,Dabvine Deal (2020-02-13),1217,.30,,Appointment scheduled,,
2020-02-06,2020-02-06,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2020-02-13,Dabvine Deal (2020-02-13),1920,.00,,Closed lost,,
2020-02-06,2023-05-16,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2020-02-13,Dabvine Deal (2020-02-13),1127,.70,,Decision maker bought-In,,
2020-01-16,2020-02-05,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2020-02-13,Dabvine Deal (2020-02-13),1280,.40,,Presentation scheduled,,
2020-01-02,2020-01-08,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2020-02-13,Dabvine Deal (2020-02-13),2155,.20,,Qualified to buy,,
2020-12-15,2020-12-15,Thoughtblab,thoughtblab.com,Sales Pipeline,Test User 2,2020-12-22,Thoughtblab Deal (2020-12-22),5021,.00,,Closed lost,,
2020-07-05,2020-07-11,Zoombox,zoombox.com,Sales Pipeline,Clayton Farr,2020-08-09,Zoombox Deal (2020-08-09),6601,.30,,Appointment scheduled,,High
2020-08-02,2020-08-02,Zoombox,zoombox.com,Sales Pipeline,Clayton Farr,2020-08-09,Zoombox Deal (2020-08-09),5753,.00,,Closed lost,,High
2020-08-02,2023-05-16,Zoombox,zoombox.com,Sales Pipeline,Clayton Farr,2020-08-09,Zoombox Deal (2020-08-09),5231,.70,,Decision maker bought-In,,High
2020-07-12,2020-08-01,Zoombox,zoombox.com,Sales Pipeline,Clayton Farr,2020-08-09,Zoombox Deal (2020-08-09),7092,.40,,Presentation scheduled,,High
2020-06-28,2020-07-04,Zoombox,zoombox.com,Sales Pipeline,Clayton Farr,2020-08-09,Zoombox Deal (2020-08-09),6029,.20,,Qualified to buy,,High
2020-03-16,2020-03-16,Oodoo,oodoo.com,Sales Pipeline,Clayton Farr,2020-03-23,Oodoo Deal (2020-03-23),556,.00,,Closed lost,,Low
2021-07-13,2021-07-19,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),3244,.30,,Appointment scheduled,2021-10-07,
2021-08-24,2021-08-24,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),2721,.00,,Closed lost,2021-10-07,
2021-08-17,2021-08-23,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),3108,.80,,Contract sent,2021-10-07,
2021-08-10,2021-08-16,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),2613,.70,,Decision maker bought-In,2021-10-07,
2021-07-20,2021-08-09,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),4520,.40,,Presentation scheduled,2021-10-07,
2021-07-06,2021-07-12,Skiba,skiba.com,Sales Pipeline,Test User 2,2021-08-31,Skiba Deal (2021-08-31),4004,.20,,Qualified to buy,2021-10-07,
2021-07-30,2021-07-30,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2021-08-06,Skippad Deal (2021-08-06),4126,.00,,Closed lost,,Low
2020-09-27,2020-09-27,Flashpoint,flashpoint.com,Sales Pipeline,Clayton Farr,2020-10-04,Flashpoint Deal (2020-10-04),2346,.00,,Closed lost,,
2020-09-27,2023-05-16,Flashpoint,flashpoint.com,Sales Pipeline,Clayton Farr,2020-10-04,Flashpoint Deal (2020-10-04),1667,.20,,Qualified to buy,,
2021-05-03,2021-05-03,Youtags,youtags.com,Sales Pipeline,Clayton Farr,2021-05-10,Youtags Deal (2021-05-10),3511,.00,,Closed lost,,High
2021-10-29,2021-11-04,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),1664,.30,,Appointment scheduled,2022-01-10,
2021-12-10,2021-12-10,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),2207,.00,,Closed lost,2022-01-10,
2021-12-03,2021-12-09,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),2635,.80,,Contract sent,2022-01-10,
